ASX Warrants Market as at 02/09/2004 17:01:31
CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
ANZWOI,Equity Call,18.00,23/12/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,Ex Price amended from $20.00 to $18.00 on 6/8/04.
ANZWOR,Equity Put,18.00,23/09/2004,4.0,European,CITIWARRANTS,COR,04/05/2004,40,Ex Price amended from $17.00 to $18.00 on 26/8/04.
ANZWOS,Equity Put,17.50,23/09/2004,4.0,European,CITIWARRANTS,COR,04/05/2004,40,
ANZWOT,Equity Put,18.25,23/09/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,
ANZWOU,Equity Put,16.00,23/12/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,Ex Price amended from $18.00 to $16.00 on 22/7/04.
ANZWOV,Equity Put,17.50,23/12/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,Ex Price amended from $18.50 to $17.50 on 22/7/04.
ANZWWA,Equity Call,10.55,31/10/2006,0.9593,European,WESTPAC,COR,19/11/2001,10,Ex Price amended from $11.00 to $10.55 and Conversion Ratio from 1 to 0.9593 on 30/10/03 as a result of the ANZ rights issue.
ANZWWB,Equity Call,10.55,30/10/2009,0.9593,European,WESTPAC,COR,19/11/2001,10,Ex Price amended from $11.00 to $10.55 and Conversion Ratio from 1 to 0.9593 on 30/10/03 as a result of the ANZ rights issue.
ANZWZE,Equity Call,18.00,24/11/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
ANZWZF,Equity Call,19.00,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
ANZWZS,Equity Put,17.50,24/11/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
ANZWZT,Equity Put,18.50,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
ANZXDF,Barrier Call.,16.78,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXDH,Barrier Call.,17.50,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $14.53 to $17.50 on 28/6/04.
ANZXDK,Barrier Call.,17.50,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXDL,Barrier Call.,17.00,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXDU,Barrier Put.,19.03,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXDV,Barrier Put.,20.03,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXDW,Barrier Put.,19.50,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $21.53 to $19.50 on 28/6/04.
ANZXDY,Barrier Put.,19.00,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXMC,Barrier Call.,17.03,23/09/2004,1.0,European,MACQUARIE,COR,06/05/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXMD,Barrier Call.,16.50,23/09/2004,1.0,European,MACQUARIE,COR,06/05/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Exercise Price & Barrier Level amended from $16.03 to $17.75 on 8/7/04 and to $16.50 on 21/7/04.
ANZXME,Barrier Call.,17.00,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXMR,Barrier Put.,19.78,23/09/2004,1.0,European,MACQUARIE,COR,06/05/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXMT,Barrier Put.,19.00,09/09/2004,1.0,European,MACQUARIE,COR,12/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXMU,Barrier Put.,19.50,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXOC,Barrier Call.,16.50,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXOD,Barrier Call.,17.50,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $16.00 to $17.50 on 11/6/04.
ANZXOE,Barrier Call.,16.75,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXOF,Barrier Call.,17.25,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXOR,Barrier Put.,18.75,02/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Exercise Price and Barrier Level amended from $20.00 to $18.75 on 13/7/04.
ANZXOS,Barrier Put.,17.00,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $18.50 to $17.00 on 3/9/04.
ANZXOT,Barrier Put.,19.25,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSA,Barrier Call.,16.03,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSC,Barrier Call.,15.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSD,Barrier Call.,16.25,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSE,Barrier Call.,17.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSP,Barrier Put.,21.03,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSQ,Barrier Put.,20.03,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSR,Barrier Put.,19.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXSS,Barrier Put.,19.75,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ANZXST,Barrier Put.,20.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
APNIMT,Instalment High Geared,3.00,23/03/2005,1.0,American,MACQUARIE,COR,14/04/2004,2.5,
ASXIMD,Instalment High Geared Rolling,12.747,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,Ex Price amended from $13.00 to $12.747 on 9/8/04 as a result of a special dividend.
ASXIPA,Instalment High Geared,10.449,23/09/2004,1.0,American,BNP PARIBAS,COR,31/08/2001,0.5,Ex price amended from $10.69 to $10.449 on 9/8/04 as a result of a special dividend.
ASXIYE,Instalment Regular Normal,9.71,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,Ex Price amended from $10.00 to $9.71 on 9/8/04 as a result of a special dividend.
ASXIZQ,Instalment Regular Rolling,9.50,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
ASXXDA,Barrier Call.,14.23,23/09/2004,4.0,European,DEUTSCHE,COR,28/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ASXXDB,Barrier Call.,13.48,23/09/2004,4.0,European,DEUTSCHE,COR,28/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ASXXDQ,Barrier Put.,15.99,23/09/2004,4.0,European,DEUTSCHE,COR,28/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCIDA,Instalment Regular Rolling,3.00,15/06/2005,1.0,European,DEUTSCHE,COR,04/06/2003,10,
AWCIDH,Instalment High Geared Rolling,5.00,15/06/2005,1.0,European,DEUTSCHE,COR,04/06/2003,10,
AWCIGF,Instalment Regular Rolling,2.75,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
AWCIMC,Instalment Regular Rolling,3.25,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
AWCIMD,Instalment High Geared Rolling,4.25,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
AWCIMG,Instalment High Geared Rolling,4.75,18/11/2004,1.0,American,MACQUARIE,COR,11/11/2003,10,
AWCIMO,Instalment Regular Normal,3.25,22/12/2005,1.0,American,MACQUARIE,COR,02/07/2004,10,
AWCIWH,Instalment High Geared Rolling,5.00,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
AWCIYE,Instalment Regular Normal,3.75,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
AWCIZO,Instalment Regular Normal,3.00,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,1,
AWCIZQ,Instalment Regular Rolling,3.00,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
AWCSWA,Self Funding Instalments,3.124,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $3.231 to $3.124 on 4/8/04.
AWCWMA,Equity Call,5.50,23/09/2004,3.0,European,MACQUARIE,COR,06/05/2004,10,
AWCWMB,Equity Call,5.50,25/11/2004,3.0,European,MACQUARIE,COR,16/08/2004,10,
AWCWMP,Equity Put,5.00,23/09/2004,3.0,European,MACQUARIE,COR,06/05/2004,10,
AWCWMQ,Equity Put,5.00,25/11/2004,3.0,European,MACQUARIE,COR,16/08/2004,10,
AWCWOD,Equity Call,5.00,23/09/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,
AWCWOE,Equity Call,5.50,23/09/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,
AWCWOF,Equity Call,6.00,23/12/2004,3.0,European,CITIWARRANTS,COR,15/07/2004,30,
AWCWOQ,Equity Put,5.00,23/09/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,Ex Price amended from $4.75 to $5.25 on 20/7/04 and to $5.00 on 29/7/04.
AWCWOR,Equity Put,5.00,23/12/2004,3.0,European,CITIWARRANTS,COR,15/07/2004,30,
AWCXDA,Barrier Call.,4.65,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXDB,Barrier Call.,4.90,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $4.25 to $5.00 on 28/6/04.
AWCXDC,Barrier Call.,4.40,23/09/2004,1.0,European,DEUTSCHE,COR,31/05/2004,3,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $3.75 to $4.50 on 28/6/04.
AWCXDD,Barrier Call.,4.75,23/03/2005,1.0,European,DEUTSCHE,COR,18/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXDE,Barrier Call.,4.40,23/03/2005,1.0,European,DEUTSCHE,COR,18/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXDP,Barrier Put.,6.15,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXDQ,Barrier Put.,6.90,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $7.50 to $7.00 on 28/6/04.
AWCXDR,Barrier Put.,5.65,23/09/2004,1.0,European,DEUTSCHE,COR,31/05/2004,3,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXDT,Barrier Put.,5.75,23/03/2005,1.0,European,DEUTSCHE,COR,18/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXOD,Barrier Call.,4.75,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXOP,Barrier Put.,5.90,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $6.25 to $6.00 on 3/8/04.
AWCXOQ,Barrier Put.,6.65,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXSA,Barrier Call.,4.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXSB,Barrier Call.,4.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXSP,Barrier Put.,5.75,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWCXSQ,Barrier Put.,6.25,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
AWEIMR,Instalment High Geared,1.00,23/06/2005,1.0,American,MACQUARIE,COR,09/06/2004,10,
AXAEME,Endowment,0.809,31/10/2006,1.0,European,MACQUARIE,COR,19/12/1996,6,Code changed from NMHEME on 17/3/00
AXAEMF,Endowment,1.307,31/10/2008,1.0,European,MACQUARIE,COR,18/08/1997,6,Code changed from NMHEMF on 17/3/00
AXAEMG,Endowment,2.03,16/02/2009,1.0,European,MACQUARIE,COR,17/08/1998,2,Code changed from NMHEMG on 17/3/00
AXAIDH,Instalment High Geared Rolling,2.75,15/06/2005,1.0,European,DEUTSCHE,COR,25/06/2002,10,
AXAIMC,Instalment Regular Rolling,2.00,20/05/2005,1.0,American,MACQUARIE,COR,21/05/2004,10,
AXUWMA,Currency Call,7.00,23/09/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWMB,Currency Call,7.40,23/09/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWMC,Currency Call,7.00,23/12/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWMD,Currency Call,7.40,23/12/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWME,Currency Call,7.10,23/03/2005,1.0,European,MACQUARIE,COR,06/09/2004,10,
AXUWMF,Currency Call,7.30,23/03/2005,1.0,European,MACQUARIE,COR,06/09/2004,10,
AXUWMS,Currency Put,6.60,23/09/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWMT,Currency Put,7.00,23/09/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWMU,Currency Put,6.60,23/12/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWMV,Currency Put,7.00,23/12/2004,1.0,European,MACQUARIE,COR,20/05/2004,10,
AXUWMW,Currency Put,6.80,23/03/2005,1.0,European,MACQUARIE,COR,06/09/2004,10,
AXUWMX,Currency Put,7.00,23/03/2005,1.0,European,MACQUARIE,COR,06/09/2004,10,
BANIYD,Basket Instalment,322.00,20/07/2006,1.0,American,COMM BANK,COR,23/07/2003,20,The Underlying is a basket of Bank shares.
BBGDSU,Instalment High Geared,6.75,24/02/2005,1.0,American,UBS,COR,02/09/2004,10,Trading deferred settlement until 15/9/04. Normal T+3 trading commences 16/9/04.
BBGIMF,Instalment Regular Rolling,4.75,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
BBGIMT,Instalment High Geared,6.00,25/11/2004,1.0,American,MACQUARIE,COR,17/11/2003,10,
BBGISU,Instalment High Geared,6.75,24/02/2005,1.0,American,UBS,COR,16/09/2004,10,
BBGIYE,Instalment Regular Normal,5.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
BBGWZA,Equity Call,9.00,22/12/2004,4.0,American,ABN AMRO,ADR,02/07/2004,2,
BBGWZP,Equity Put,8.00,22/12/2004,4.0,American,ABN AMRO,ADR,02/07/2004,2,
BENIZQ,Instalment Regular Rolling,6.00,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,0.5,
BHPDMA,Instalment High Geared,13.00,23/12/2004,1.0,American,MACQUARIE,COR,03/09/2004,10,Trading deferred settlement until 16/9/04. Normal T+3 trading commences 17/9/04.
BHPDSU,Instalment High Geared,11.75,24/02/2005,1.0,American,UBS,COR,02/09/2004,10,Trading deferred settlement until 15/9/04. Normal T+3 trading commences 16/9/04.
BHPEME,Endowment,9.627,30/06/2006,1.0,European,MACQUARIE,COR,14/02/1996,6,The Underlying Parcel is 2.0651 BHP shares
BHPEMF,Endowment,12.581,30/06/2008,1.0,European,MACQUARIE,COR,18/08/1997,5,The Underlying Parcel is 2.0651 BHP shares
BHPEMG,Endowment,6.486,16/02/2009,1.0,European,MACQUARIE,COR,12/08/1998,2,The Underlying Parcel is 2.0651 BHP shares
BHPIDA,Instalment Regular Rolling,7.25,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,20,
BHPIDH,Instalment High Geared Rolling,11.50,15/06/2005,1.0,European,DEUTSCHE,COR,24/04/2001,20,
BHPIGF,Instalment Regular Rolling,6.00,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
BHPIGJ,Instalment High Geared Rolling,10.00,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
BHPIMA,Instalment High Geared,13.00,23/12/2004,1.0,American,MACQUARIE,COR,17/09/2004,10,
BHPIMB,Instalment High Geared,11.50,23/09/2004,1.0,American,MACQUARIE,COR,16/07/2004,10,
BHPIMC,Instalment Regular Rolling,7.50,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
BHPIMD,Instalment High Geared Rolling,10.50,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
BHPIMF,Instalment Regular Rolling,6.50,18/11/2004,1.0,American,MACQUARIE,COR,10/12/2001,10,
BHPIMG,Instalment High Geared Rolling,9.50,18/11/2004,1.0,American,MACQUARIE,COR,29/08/2001,10,
BHPIMO,Instalment High Geared,7.50,22/12/2005,1.0,American,MACQUARIE,COR,09/06/2004,10,
BHPIMS,Instalment High Geared,11.00,23/09/2004,1.0,American,MACQUARIE,COR,25/06/2004,10,
BHPIMY,Instalment High Geared,9.00,23/09/2004,1.0,American,MACQUARIE,COR,18/05/2004,10,
BHPIMZ,Instalment High Geared,12.00,23/12/2004,1.0,American,MACQUARIE,COR,02/08/2004,10,
BHPIOC,Instalment Regular Normal,6.00,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
BHPIOE,Instalment High Geared,11.50,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
BHPIOI,Instalment Regular Normal,8.50,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
BHPIOJ,Instalment High Geared,11.50,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
BHPIOL,Instalment Regular Normal,6.50,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
BHPIPB,Instalment High Geared,7.889,23/09/2004,1.0,American,BNP PARIBAS,COR,26/07/2001,1,
BHPISG,Rolling Reset Instalment,7.00,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $7.70
BHPISH,Rolling Reset Instalment,7.50,25/11/2004,1.0,American,UBS,COR,29/11/2002,10,The Barrier Level is $8.25 Ex Price amended from $6.25 to $7.50 and Barrier Level from $6.88 to $8.25 on 15/1/04.
BHPISR,Instalment High Geared,11.25,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,Ex Price amended from $11.00 to $11.25 on 10/5/04.
BHPISU,Instalment High Geared,11.75,24/02/2005,1.0,American,UBS,COR,16/09/2004,10,
BHPIWE,Instalment Regular Normal,6.00,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
BHPIWF,Instalment High Geared,7.00,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
BHPIWG,Instalment Regular Rolling,8.00,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
BHPIWH,Instalment High Geared Rolling,10.50,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
BHPIYB,Instalment Regular Normal,8.16,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,20,Following the BHP Steel demerger; the Execise Price was reduced to $8.16
BHPIYE,Instalment Regular Normal,8.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
BHPIZK,Instalment High Geared,11.00,20/01/2005,1.0,American,ABN AMRO,ADR,09/01/2004,1,
BHPIZL,Instalment High Geared,13.00,20/01/2005,1.0,American,ABN AMRO,ADR,09/01/2004,1,
BHPIZM,Instalment High Geared,11.00,28/07/2005,1.0,American,ABN AMRO,ADR,01/07/2004,1,
BHPIZN,Instalment High Geared,11.00,23/09/2004,1.0,American,ABN AMRO,ADR,01/07/2004,1,
BHPIZO,Instalment Regular Normal,6.25,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,2,
BHPIZQ,Instalment Regular Rolling,7.25,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
BHPSMS,Self Funding Instalments,3.9564,30/06/2008,1.0,American,MACQUARIE,COR,01/08/2003,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $4.089 to $3.9564 on 30/8/04.
BHPSMT,Self Funding Instalments,6.2537,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $6.386 to $6.2537 on 30/8/04. 
BHPSWA,Self Funding Instalments,6.4662,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $6.607 to $6.4662 on 30/8/04. 
BHPWMG,Equity Call,12.34,23/09/2004,4.0,European,MACQUARIE,COR,28/06/2004,20,
BHPWMH,Equity Call,13.50,28/10/2004,4.0,European,MACQUARIE,COR,23/07/2004,20,
BHPWMI,Equity Call,14.00,23/12/2004,4.0,European,MACQUARIE,COR,06/09/2004,20,
BHPWMU,Equity Put,15.00,23/09/2004,1.0,European,MACQUARIE,COR,06/05/2004,5,
BHPWMW,Equity Put,12.50,28/10/2004,4.0,European,MACQUARIE,COR,23/07/2004,20,
BHPWMX,Equity Put,13.00,23/12/2004,4.0,European,MACQUARIE,COR,06/09/2004,20,
BHPWMY,Equity Put,16.00,23/12/2004,1.0,European,MACQUARIE,COR,06/09/2004,5,
