ASX listed companies as at Mon May 01 00:14:36 EST 2006

Company name,ASX code,GICS industry group
"TIMBERCORP ORCHARD TRUST",TOD,"GICS Sector Code Not Applicable"
"TISHMAN SPEYER OFFICE FUND",TSO,"Real Estate"
"TISSUE THERAPIES LIMITED",TIS,"Pharmaceuticals, Biotechnology & Life Sciences"
"TITAN RESOURCES LIMITED",TIR,"Materials"
"TOLHURST NOALL GROUP LTD",TNL,"Diversified Financials"
"TOLL HOLDINGS LIMITED",TOL,"Transportation"
"TOMAHAWK ENERGY LIMITED",THK,"Energy"
"TOMATO TECHNOLOGIES LIMITED",TMO,"Software & Services"
"TOODYAY RESOURCES LTD",TDR,"Materials"
"TOOTH & COMPANY LIMITED",TTH,"Diversified Financials"
"TORO ENERGY LIMITED",TOE,"Energy"
"TOTAL COMMUNICATIONS INFRASTRUCTURE LIMITED",TCI,"Capital Goods"
"TOURISM & LEISURE TRUST",TLT,"Real Estate"
"TOURISM, HOTELS & LEISURE LIMITED",TLC,"Consumer Services"
"TOWER LIMITED",TWR,"Insurance"
"TOX FREE SOLUTIONS LIMITED",TOX,"Commercial Services & Supplies"
"TRAFALGAR CORPORATE GROUP",TGP,"Real Estate"
"TRAFFIC TECHNOLOGIES LTD.",TTI,"Transportation"
"TRAKA RESOURCES LIMITED",TKL,"Materials"
"TRANSERV AUSTRALIA LIMITED",TSV,"Commercial Services & Supplies"
"TRANSFIELD SERVICES LIMITED",TSE,"Commercial Services & Supplies"
"TRANSMETRO CORPORATION LIMITED",TCO,"Consumer Services"
"TRANSOL CORPORATION LIMITED",TNC,"Technology Hardware & Equipment"
"TRANSONIC TRAVEL LIMITED",TNS,"Consumer Services"
"TRANSPACIFIC INDUSTRIES GROUP LTD",TPI,"Commercial Services & Supplies"
"TRANSURBAN CARS TRUST",TCS,"Transportation"
"TRANSURBAN GROUP",TCL,"Transportation"
"TRANZACT FINANCIAL SERVICES LIMITED",TFS,"Diversified Financials"
"TRAVEL.COM.AU LIMITED",TVL,"Consumer Services"
"TREASURY CORPORATION OF VICTORIA",XVG,"GICS Sector Code Not Applicable"
"TREASURY GROUP LIMITED",TRG,"Diversified Financials"
"TRENT CAPITAL LIMITED",TCP,"Diversified Financials"
"TRI ORIGIN MINERALS LTD",TRO,"Materials"
"TRIAKO RESOURCES LIMITED",TKR,"Materials"
"TRIBECA LEARNING LIMITED",TBC,"Consumer Services"
"TRIBUNE RESOURCES NL",TBR,"Materials"
"TRINITY CONSOLIDATED GROUP",TCQ,"Real Estate"
"TRITTON RESOURCES LIMITED",TTT,"Materials"
"TROJAN EQUITY LIMITED",TJN,"Diversified Financials"
"TROY RESOURCES NL",TRY,"Materials"
"TRUST COMPANY OF AUSTRALIA LIMITED",TRU,"Diversified Financials"
"TRYSOFT CORPORATION LIMITED",TST,"Software & Services"
"TSV HOLDINGS LIMITED",TSH,"Technology Hardware & Equipment"
"TUTT BRYANT GROUP LIMITED",TBG,"Capital Goods"
"TVSN LIMITED",TVN,"Retailing"
"TWO WAY TV AUSTRALIA LIMITED",TTV,"Media"
"TZ LIMITED",TZL,"Commercial Services & Supplies"
"U308 LIMITED",UTO,"Classification Pending"
"UNDERCOVERWEAR LIMITED",UCW,"Consumer Durables & Apparel"
"UNILIFE MEDICAL SOLUTIONS LIMITED",UNI,"Health Care Equipment & Services"
"UNION RESOURCES LIMITED",UCL,"Materials"
"UNITAB LIMITED",UTB,"Consumer Services"
"UNITED GROUP LIMITED.",UGL,"Capital Goods"
"UNITED KIMBERLEY DIAMONDS NL",UKD,"Materials"
"UNITED OVERSEAS AUSTRALIA LIMITED",UOS,"Real Estate"
"UNIVERSAL RESOURCES LIMITED",URL,"Materials"
"UNWIRED GROUP LIMITED",UNW,"Telecommunication Services"
"URANEX NL",UNX,"Energy"
"URANIUM EXPLORATION AUSTRALIA LIMITED",UXA,"Energy"
"US MASTERS HOLDINGS LIMITED",USH,"GICS Sector Code Not Applicable"
"USCOM LIMITED",UCM,"Health Care Equipment & Services"
"UXC LIMITED",UXC,"Software & Services"
"VALAD OPPORTUNITY FUND NO.11",VOF,"Real Estate"
"VALAD PROPERTY GROUP",VPG,"Real Estate"
"VALHALLA URANIUM LIMITED",VUL,"Energy"
"VAN EYK THREE PILLARS LIMITED",VTP,"Diversified Financials"
"VDM GROUP LIMITED",VMG,"Capital Goods"
"VEALLS LIMITED",VEL,"Real Estate"
"VECOMMERCE LIMITED",VCM,"Software & Services"
"VENTRACOR LIMITED",VCR,"Health Care Equipment & Services"
"VERTICON GROUP LIMITED",VGP,"Capital Goods"
"VERUS INVESTMENTS LIMITED",VIL,"Diversified Financials"
"VIAGOLD CAPITAL LIMITED",VIA,"Consumer Services"
"VICTORIA PETROLEUM NL",VPE,"Energy"
"VICULUS LIMITED",VCL,"Real Estate"
"VIETNAM INDUSTRIAL INVESTMENTS LIMITED",VII,"Materials"
"VIEW RESOURCES LTD",VRE,"Materials"
"VIKING INDUSTRIES LIMITED",VKI,"Transportation"
"VILLA WORLD LIMITED",VWD,"Real Estate"
"VILLAGE LIFE LTD",VLL,"Real Estate"
"VILLAGE ROADSHOW LIMITED",VRL,"Media"
"VIRAX HOLDINGS LIMITED",VHL,"Pharmaceuticals, Biotechnology & Life Sciences"
"VIRGIN BLUE HOLDINGS LIMITED",VBA,"Transportation"
"VIRIDIS CLEAN ENERGY GROUP",VIR,"Utilities"
"VISIOMED GROUP LIMITED",VSG,"Health Care Equipment & Services"
"VISION GROUP HOLDINGS LIMITED",VGH,"Health Care Equipment & Services"
"VISION SYSTEMS LIMITED.",VSL,"Technology Hardware & Equipment"
"VITAL METALS LIMITED",VML,"Materials"
"VOLANTE GROUP LIMITED",VGL,"Software & Services"
"VOLTAGE IP LIMITED",VIP,"Software & Services"
"VOXSON LIMITED",VXS,"Technology Hardware & Equipment"
"VPH LIMITED",VPH,"Software & Services"
"VULCAN RESOURCES LIMITED",VCN,"Materials"
"WALLACE ABSOLUTE RETURN LIMITED",WAB,"Diversified Financials"
"WAM CAPITAL LIMITED",WAM,"Diversified Financials"
"WAREHOUSE GROUP LIMITED (THE)",WHS,"Retailing"
"WARRNAMBOOL CHEESE & BUTTER FACTORY CO.HOLD.LTD",WCB,"Food Beverage & Tobacco"
"WASABI ENERGY LIMITED",WAS,"Insurance"
"WASHINGTON H SOUL PATTINSON & COMPANY LIMITED",SOL,"Diversified Financials"
"WASHINGTON RESOURCES LIMITED",WRL,"Materials"
"WASTE MANAGEMENT N.Z. LIMITED",WNZ,"Commercial Services & Supplies"
"WATER WHEEL HOLDINGS LIMITED",WWH,"Food Beverage & Tobacco"
"WATERCO LIMITED",WAT,"Consumer Durables & Apparel"
"WATPAC LIMITED",WTP,"Capital Goods"
"WATTYL LIMITED",WYL,"Materials"
"WAVENET INTERNATIONAL LIMITED",WAL,"Technology Hardware & Equipment"
"WCP DIVERSIFIED INVESTMENTS LTD",WCP,"Commercial Services & Supplies"
"WEBCENTRAL GROUP LIMITED",WCG,"Software & Services"
"WEBJET LIMITED",WEB,"Consumer Services"
"WEBSPY LIMITED",WSY,"Software & Services"
"WEBSTER LIMITED",WBA,"Commercial Services & Supplies"
"WEDGETAIL EXPLORATION NL",WTE,"Materials"
"WELLCOM GROUP LIMITED",WLL,"Commercial Services & Supplies"
"WENTWORTH MUTUAL LIMITED",WWM,"Real Estate"
"WESFARMERS LIMITED",WES,"Capital Goods"
"WEST AUSTRALIAN METALS LTD",WME,"Materials"
"WEST AUSTRALIAN NEWSPAPERS HOLDINGS LIMITED",WAN,"Media"
"WESTERN AREAS NL",WSA,"Materials"
"WESTERN AUSTRALIAN TREASURY CORPORATION",XWD,"GICS Sector Code Not Applicable"
"WESTERN METALS LIMITED",WMT,"Materials"
"WESTERN PLAINS GOLD LTD",WPG,"Materials"
"WESTFIELD GROUP",WDC,"Real Estate"
"WESTGOLD RESOURCES NL",WGR,"Materials"
"WESTMAG LIMITED",WMG,"Materials"
"WESTONIA MINES LIMITED",WEZ,"Materials"
"WESTPAC BANKING CORPORATION",WBC,"Banks"
"WESTPAC FIRST TRUST",WBK,"Diversified Financials"
"WESTPAC OFFICE TRUST",WOT,"Real Estate"
"WESTRALIA PROPERTY TRUST",WST,"Real Estate"
"WESTRALIAN GAS AND POWER LIMITED",WGP,"Energy"
"WHITE SANDS PETROLEUM LIMITED",WSP,"Energy"
"WHITEFIELD LIMITED",WHF,"Diversified Financials"
"WHK GROUP LIMITED",WHG,"Diversified Financials"
"WIDE BAY AUSTRALIA LTD",WBB,"Banks"
"WILLMOTT FORESTS LIMITED",WFL,"Materials"
"WILSON INVESTMENT FUND LIMITED",WIL,"Diversified Financials"
"WILSON LEADERS LIMITED",WLS,"Diversified Financials"
"WOODSIDE PETROLEUM LIMITED",WPL,"Energy"
"WOOLWORTHS LIMITED",WOW,"Food & Staples Retailing"
"WORKING SYSTEMS SOLUTIONS LIMITED",WSS,"Software & Services"
"WORLD.NET SERVICES LIMITED",WNS,"Software & Services"
"WORLDAUDIO LIMITED",WAG,"Media"
"WORLEYPARSONS LIMITED",WOR,"Energy"
"WRF SECURITIES LIMITED",WRF,"Real Estate"
"WRIDGWAYS AUSTRALIA LIMITED",WWA,"Transportation"
"WYTOMIC LIMITED",WYT,"Technology Hardware & Equipment"
"XCEED BIOTECHNOLOGY LTD",XBL,"Pharmaceuticals, Biotechnology & Life Sciences"
"XENOLITH GOLD LIMITED",XEN,"Materials"
"XTEK LIMITED.",XTE,"Technology Hardware & Equipment"
"YAMARNA GOLDFIELDS LIMITED",YAM,"Materials"
"YILGARN GOLD LIMITED",YGL,"Materials"
"YILGARN MINING LIMITED",YML,"Materials"
"ZBB ENERGY CORPORATION",ZBB,"Capital Goods"
"ZELOS RESOURCES NL",ZCO,"Materials"
"ZENYTH THERAPEUTICS LIMITED",ZTL,"Pharmaceuticals, Biotechnology & Life Sciences"
"ZICOM AUSTRALIA LIMITED",ZAL,"Capital Goods"
"ZIMPLATS HOLDINGS LIMITED",ZIM,"Materials"
"ZINIFEX LIMITED",ZFX,"Materials"
"ZYLOTECH LIMITED",ZYL,"Technology Hardware & Equipment"
